,word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza,annotation_Dieuwertje_total,annotation_Thirza_total
11968,ge,O,O,O,O,O,O,O,O
11969,goederen,O,O,O,O,O,O,O,O
11970,/,O,O,O,O,O,O,O,O
11971,:,O,O,O,O,O,O,O,O
11972,ten,O,O,O,O,O,O,O,O
11973,Eijnde,O,O,O,O,O,O,O,O
11974,deselve,O,O,O,O,O,O,O,O
11975,na,O,O,O,O,O,O,O,O
11976,ge,O,O,O,O,O,O,O,O
11977,„,O,O,O,O,O,O,O,O
11978,„,O,O,O,O,O,O,O,O
11979,woonte,O,O,O,O,O,O,O,O
11980,te,O,O,O,O,O,O,O,O
11981,laten,O,O,O,O,O,O,O,O
11982,wassen,O,O,O,O,O,O,O,O
11983,:,O,O,O,O,O,O,O,O
11984,),O,O,O,O,O,O,O,O
11985,bevonden,O,O,O,O,O,O,O,O
11986,hadden,O,O,O,O,O,O,O,O
11987,dat,O,O,O,O,O,O,O,O
11988,',O,O,O,O,O,O,O,O
11989,t,O,O,O,O,O,O,O,O
11990,zegel,O,O,O,O,O,O,O,O
11991,van,O,O,O,O,O,O,O,O
11992,ged,O,O,O,O,O,O,O,O
11993,:,O,O,O,O,O,O,O,O
11994,te,O,O,O,O,O,O,O,O
11995,kas,O,O,O,O,O,O,O,O
11996,door,O,O,O,O,O,O,O,O
11997,',O,O,O,O,O,O,O,O
11998,t,O,O,O,O,O,O,O,O
11999,open,O,O,O,O,O,O,O,O
12000,„,O,O,O,O,O,O,O,O
12001,„,O,O,O,O,O,O,O,O
12002,gaan,O,O,O,O,O,O,O,O
12003,der,O,O,O,O,O,O,O,O
12004,deuren,O,O,O,O,O,O,O,O
12005,",",O,O,O,O,O,O,O,O
12006,onder,O,O,O,O,O,O,O,O
12007,',O,O,O,O,O,O,O,O
12008,t,O,O,O,O,O,O,O,O
12009,dragen,O,O,O,O,O,O,O,O
12010,Los,O,O,O,O,O,O,O,O
12011,„,O,O,O,O,O,O,O,O
12012,„,O,O,O,O,O,O,O,O
12013,gesprongen,O,O,O,O,O,O,O,O
12014,en,O,O,O,O,O,O,O,O
12015,',O,O,O,O,O,O,O,O
12016,t,O,O,O,O,O,O,O,O
12017,slot,O,O,O,O,O,O,O,O
12018,van,O,O,O,O,O,O,O,O
12019,binnen,O,O,O,O,O,O,O,O
12020,maar,O,O,O,O,O,O,O,O
12021,aan,O,O,O,O,O,O,O,O
12022,een,O,O,O,O,O,O,O,O
12023,kleen,O,O,O,O,O,O,O,O
12024,speijkertje,O,O,O,O,O,O,O,O
12025,vast,O,O,O,O,O,O,O,O
12026,was,O,O,O,O,O,O,O,O
12027,;,O,O,O,O,O,O,O,O
12028,',O,O,O,O,O,O,O,O
12029,t,O,O,O,O,O,O,O,O
12030,geen,O,O,O,O,O,O,O,O
12031,wij,O,O,O,O,O,O,O,O
12032,/,O,O,O,O,O,O,O,O
12033,:,O,O,O,O,O,O,O,O
12034,zo,O,O,O,O,O,O,O,O
12035,als,O,O,O,O,O,O,O,O
12036,gem,O,O,O,O,O,O,O,O
12037,:,O,O,O,O,O,O,O,O
12038,brief,O,O,O,O,O,O,O,O
12039,uijtwijst,O,O,O,O,O,O,O,O
12040,:,O,O,O,O,O,O,O,O
12041,),O,O,O,O,O,O,O,O
12042,na,O,O,O,O,O,O,O,O
12043,tijds,O,O,O,O,O,O,O,O
12044,gelegentheijd,O,O,O,O,O,O,O,O
12045,",",O,O,O,O,O,O,O,O
12046,be,O,O,O,O,O,O,O,O
12047,„,O,O,O,O,O,O,O,O
12048,„,O,O,O,O,O,O,O,O
12049,hoorlijk,O,O,O,O,O,O,O,O
12050,behoonlijk,O,O,O,O,O,O,O,O
12051,hebben,O,O,O,O,O,O,O,O
12052,verholpen,O,O,O,O,O,O,O,O
12053,sonder,O,O,O,O,O,O,O,O
12054,dat,O,O,O,O,O,O,O,O
12055,',O,O,O,O,O,O,O,O
12056,t,O,O,O,O,O,O,O,O
12057,scheepje,O,O,O,O,O,O,O,O
12058,egter,O,O,O,O,O,O,O,O
12059,daar,O,O,O,O,O,O,O,O
12060,door,O,O,O,O,O,O,O,O
12061,eenigsints,O,O,O,O,O,O,O,O
12062,is,O,O,O,O,O,O,O,O
12063,beschadigt,O,O,O,O,O,O,O,O
12064,ge,O,O,O,O,O,O,O,O
12065,„,O,O,O,O,O,O,O,O
12066,„,O,O,O,O,O,O,O,O
12067,worden,O,O,O,O,O,O,O,O
12068,Den,O,O,O,O,O,O,O,O
12069,Den,O,O,O,O,O,O,O,O
12070,23,O,O,O,O,O,O,O,O
12071,:,O,O,O,O,O,O,O,O
12072,Februarij,O,O,O,O,O,O,O,O
12073,Maandag,O,O,O,O,O,O,O,O
12074,24,O,O,O,O,O,O,O,O
12075,',O,O,O,O,O,O,O,O
12076,_,O,O,O,O,O,O,O,O
12077,=,O,O,O,O,O,O,O,O
12078,o,O,O,O,O,O,O,O,O
12079,Dingsdag,O,O,O,O,O,O,O,O
12080,niets,O,O,O,O,O,O,O,O
12081,voorgevallen,O,O,O,O,O,O,O,O
12082,_,O,O,O,O,O,O,O,O
12083,=,O,O,O,O,O,O,O,O
12084,o,O,O,O,O,O,O,O,O
12085,Woensdag,O,O,O,O,O,O,O,O
12086,__o,O,O,O,O,O,O,O,O
12087,Donderdag,O,O,O,O,O,O,O,O
12088,",",O,O,O,O,O,O,O,O
12089,hoorde,O,O,O,O,O,O,O,O
12090,men,O,O,O,O,O,O,O,O
12091,van,O,O,O,O,O,O,O,O
12092,ter,O,O,O,O,O,O,O,O
12093,sijden,O,O,O,O,O,O,O,O
12094,de,O,O,O,O,O,O,O,O
12095,aankomste,O,O,O,O,O,O,O,O
12096,van,O,O,O,O,O,O,O,O
12097,den,O,O,O,O,O,O,O,O
12098,dessave,O,O,O,O,O,O,O,O
12099,der,O,O,O,O,O,O,O,O
12100,3,O,O,O,O,O,O,O,O
12101,.,O,O,O,O,O,O,O,O
12102,en,O,O,O,O,O,O,O,O
12103,7,O,O,O,O,O,O,O,O
12104,corles,O,O,O,O,O,O,O,O
12105,en,O,O,O,O,O,O,O,O
12106,eenige,O,O,O,O,O,O,O,O
12107,andere,O,O,O,O,O,O,O,O
12108,hoofden,O,O,O,O,O,O,O,O
12109,digt,O,O,O,O,O,O,O,O
12110,bij,O,O,O,O,O,O,O,O
12111,roeanelle,O,O,O,O,O,O,O,O
12112,",",O,O,O,O,O,O,O,O
12113,waar,O,O,O,O,O,O,O,O
12114,van,O,O,O,O,O,O,O,O
12115,wij,O,O,O,O,O,O,O,O
12116,des,O,O,O,O,O,O,O,O
12117,avonds,O,O,O,O,O,O,O,O
12118,nader,O,O,O,O,O,O,O,O
12119,versekerd,O,O,O,O,O,O,O,O
12120,wierden,O,O,O,O,O,O,O,O
12121,",",O,O,O,O,O,O,O,O
12122,door,O,O,O,O,O,O,O,O
12123,',O,O,O,O,O,O,O,O
12124,t,O,O,O,O,O,O,O,O
12125,hooren,O,O,O,O,O,O,O,O
12126,van,O,O,O,O,O,O,O,O
12127,eenige,O,O,O,O,O,O,O,O
12128,sprinkhaan,An,Org,Petrified,An,Org,Lit,An-Org-Petrified,An-Org-Lit
12129,schooten,O,O,O,O,O,O,O,O
12130,",",O,O,O,O,O,O,O,O
12131,niet,O,O,O,O,O,O,O,O
12132,heel,O,O,O,O,O,O,O,O
12133,verre,O,O,O,O,O,O,O,O
12134,van,O,O,O,O,O,O,O,O
12135,ons,O,O,O,O,O,O,O,O
12136,Logement,O,O,O,O,O,O,O,O
12137,",",O,O,O,O,O,O,O,O
12138,',O,O,O,O,O,O,O,O
12139,t,O,O,O,O,O,O,O,O
12140,geen,O,O,O,O,O,O,O,O
12141,wij,O,O,O,O,O,O,O,O
12142,ook,O,O,O,O,O,O,O,O
12143,na,O,O,O,O,O,O,O,O
12144,gehoudenisse,O,O,O,O,O,O,O,O
12145,uwel,O,O,O,O,O,O,O,O
12146,Edele,O,O,O,O,O,O,O,O
12147,groot,O,O,O,O,O,O,O,O
12148,agtb,O,O,O,O,O,O,O,O
12149,:,O,O,O,O,O,O,O,O
12150,bij,O,O,O,O,O,O,O,O
12151,onse,O,O,O,O,O,O,O,O
12152,onderdanige,O,O,O,O,O,O,O,O
12153,",",O,O,O,O,O,O,O,O
12154,nog,O,O,O,O,O,O,O,O
12155,dien,O,O,O,O,O,O,O,O
12156,selfden,O,O,O,O,O,O,O,O
12157,avond,O,O,O,O,O,O,O,O
12158,hebben,O,O,O,O,O,O,O,O
12159,ter,O,O,O,O,O,O,O,O
12160,kennisse,O,O,O,O,O,O,O,O
12161,gebragt,O,O,O,O,O,O,O,O
12162,.,O,O,O,O,O,O,O,O
12163,„,O,O,O,O,O,O,O,O
12164,27,O,O,O,O,O,O,O,O
12165,:,O,O,O,O,O,O,O,O
12166,',O,O,O,O,O,O,O,O
12167,feb,O,O,O,O,O,O,O,O
12168,:,O,O,O,O,O,O,O,O
12169,vrijdag,O,O,O,O,O,O,O,O
12170,smorgens,O,O,O,O,O,O,O,O
12171,komt,O,O,O,O,O,O,O,O
12172,bij,O,O,O,O,O,O,O,O
12173,ons,O,O,O,O,O,O,O,O
12174,aan,O,O,O,O,O,O,O,O
12175,',O,O,O,O,O,O,O,O
12176,t,O,O,O,O,O,O,O,O
12177,Logement,O,O,O,O,O,O,O,O
12178,den,O,O,O,O,O,O,O,O
12179,mohotiaar,O,O,O,O,O,O,O,O
12180,dezer,O,O,O,O,O,O,O,O
12181,plaat,O,O,O,O,O,O,O,O
12182,",",O,O,O,O,O,O,O,O
12183,„,O,O,O,O,O,O,O,O
12184,se,O,O,O,O,O,O,O,O
12185,dewelke,O,O,O,O,O,O,O,O
12186,ons,O,O,O,O,O,O,O,O
12187,na,O,O,O,O,O,O,O,O
12188,eenige,O,O,O,O,O,O,O,O
12189,gemaakte,O,O,O,O,O,O,O,O
12190,complimanten,O,O,O,O,O,O,O,O
12191,te,O,O,O,O,O,O,O,O
12192,kennen,O,O,O,O,O,O,O,O
12193,gaf,O,O,O,O,O,O,O,O
12194,door,O,O,O,O,O,O,O,O
12195,den,O,O,O,O,O,O,O,O
12196,dessave,O,O,O,O,O,O,O,O
12197,der,O,O,O,O,O,O,O,O
12198,3,O,O,O,O,O,O,O,O
12199,.,O,O,O,O,O,O,O,O
12200,',O,O,O,O,O,O,O,O
12201,en,O,O,O,O,O,O,O,O
12202,7,O,O,O,O,O,O,O,O
12203,.,O,O,O,O,O,O,O,O
12204,Corles,O,O,O,O,O,O,O,O
12205,van,O,O,O,O,O,O,O,O
12206,rosanelle,O,O,O,O,O,O,O,O
12207,.,O,O,O,O,O,O,O,O
12208,ge,O,O,O,O,O,O,O,O
12209,„,O,O,O,O,O,O,O,O
12210,„,O,O,O,O,O,O,O,O
12211,25,O,O,O,O,O,O,O,O
12212,:,O,O,O,O,O,O,O,O
12213,',O,O,O,O,O,O,O,O
12214,26,O,O,O,O,O,O,O,O
12215,:,O,O,O,O,O,O,O,O
12216,roeanelle,O,O,O,O,O,O,O,O
12217,afgesonden,O,O,O,O,O,O,O,O
12218,te,O,O,O,O,O,O,O,O
12219,wezen,O,O,O,O,O,O,O,O
12220,",",O,O,O,O,O,O,O,O
12221,met,O,O,O,O,O,O,O,O
12222,ordre,O,O,O,O,O,O,O,O
12223,om,O,O,O,O,O,O,O,O
12224,ons,O,O,O,O,O,O,O,O
12225,uijt,O,O,O,O,O,O,O,O
12226,de,O,O,O,O,O,O,O,O
12227,naam,O,O,O,O,O,O,O,O
12228,des,O,O,O,O,O,O,O,O
12229,konings,O,O,O,O,O,O,O,O
12230,te,O,O,O,O,O,O,O,O
12231,versoeken,O,O,O,O,O,O,O,O
12232,dat,O,O,O,O,O,O,O,O
12233,wij,O,O,O,O,O,O,O,O
12234,geliefden,O,O,O,O,O,O,O,O
12235,te,O,O,O,O,O,O,O,O
12236,besorgen,O,O,O,O,O,O,O,O
12237,",",O,O,O,O,O,O,O,O
12238,hij,O,O,O,O,O,O,O,O
12239,dessave,O,O,O,O,O,O,O,O
12240,„,O,O,O,O,O,O,O,O
12241,witte,O,O,O,O,O,O,O,O
12242,vijf,O,O,O,O,O,O,O,O
12243,groote,O,O,O,O,O,O,O,O
12244,„,O,O,O,O,O,O,O,O
12245,vaderlandse,O,O,O,O,O,O,O,O
12246,varkens,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
12247,voor,O,O,O,O,O,O,O,O
12248,ons,O,O,O,O,O,O,O,O
12249,vertrek,O,O,O,O,O,O,O,O
12250,van,O,O,O,O,O,O,O,O
12251,hier,O,O,O,O,O,O,O,O
12252,quam,O,O,O,O,O,O,O,O
12253,te,O,O,O,O,O,O,O,O
12254,krijgen,O,O,O,O,O,O,O,O
12255,„,O,O,O,O,O,O,O,O
12256,zijn,O,O,O,O,O,O,O,O
12257,alzo,O,O,O,O,O,O,O,O
12258,hij,O,O,O,O,O,O,O,O
12259,met,O,O,O,O,O,O,O,O
12260,„,O,O,O,O,O,O,O,O
12261,de,O,O,O,O,O,O,O,O
12262,part,O,O,O,O,O,O,O,O
12263,van,O,O,O,O,O,O,O,O
12264,',O,O,O,O,O,O,O,O
12265,t,O,O,O,O,O,O,O,O
12266,hof,O,O,O,O,O,O,O,O
12267,van,O,O,O,O,O,O,O,O
12268,zijne,O,O,O,O,O,O,O,O
12269,teijserl,O,O,O,O,O,O,O,O
12270,:,O,O,O,O,O,O,O,O
12271,maijesteijd,O,O,O,O,O,O,O,O
12272,verstaan,O,O,O,O,O,O,O,O
12273,hadd,O,O,O,O,O,O,O,O
12274,na,O,O,O,O,O,O,O,O
12275,deselve,O,O,O,O,O,O,O,O
12276,seer,O,O,O,O,O,O,O,O
12277,verlangende,O,O,O,O,O,O,O,O
12278,te,O,O,O,O,O,O,O,O
12279,wesen,O,O,O,O,O,O,O,O
12280,",",O,O,O,O,O,O,O,O
12281,wij,O,O,O,O,O,O,O,O
12282,lieten,O,O,O,O,O,O,O,O
12283,daar,O,O,O,O,O,O,O,O
12284,op,O,O,O,O,O,O,O,O
12285,den,O,O,O,O,O,O,O,O
12286,mohotiaar,O,O,O,O,O,O,O,O
12287,te,O,O,O,O,O,O,O,O
12288,gemoet,O,O,O,O,O,O,O,O
12289,„,O,O,O,O,O,O,O,O
12290,voeren,O,O,O,O,O,O,O,O
12291,",",O,O,O,O,O,O,O,O
12292,dat,O,O,O,O,O,O,O,O
12293,dier,O,O,O,O,O,O,O,O
12294,gelijke,O,O,O,O,O,O,O,O
12295,varkens,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
12296,tans,O,O,O,O,O,O,O,O
12297,„,O,O,O,O,O,O,O,O
12298,qualijk,O,O,O,O,O,O,O,O
12299,zouden,O,O,O,O,O,O,O,O
12300,tebekomen,O,O,O,O,O,O,O,O
12301,zijn,O,O,O,O,O,O,O,O
12302,",",O,O,O,O,O,O,O,O
12303,om,O,O,O,O,O,O,O,O
12304,reden,O,O,O,O,O,O,O,O
12305,de,O,O,O,O,O,O,O,O
12306,vaderlandse,O,O,O,O,O,O,O,O
12307,scheepen,O,O,O,O,O,O,O,O
12308,dezen,O,O,O,O,O,O,O,O
12309,Iare,O,O,O,O,O,O,O,O
12310,tot,O,O,O,O,O,O,O,O
12311,nog,O,O,O,O,O,O,O,O
12312,toe,O,O,O,O,O,O,O,O
12313,op,O,O,O,O,O,O,O,O
12314,Colombo,O,O,O,O,O,O,O,O
12315,niet,O,O,O,O,O,O,O,O
12316,waaren,O,O,O,O,O,O,O,O
12317,aangekomen,O,O,O,O,O,O,O,O
12318,",",O,O,O,O,O,O,O,O
12319,en,O,O,O,O,O,O,O,O
12320,dat,O,O,O,O,O,O,O,O
12321,men,O,O,O,O,O,O,O,O
12322,anderzints,O,O,O,O,O,O,O,O
12323,',O,O,O,O,O,O,O,O
12324,t,O,O,O,O,O,O,O,O
12325,versoek,O,O,O,O,O,O,O,O
12326,van,O,O,O,O,O,O,O,O
12327,zijnen,O,O,O,O,O,O,O,O
12328,meester,O,O,O,O,O,O,O,O
12329,den,O,O,O,O,O,O,O,O
12330,heer,O,O,O,O,O,O,O,O
12331,dessave,O,O,O,O,O,O,O,O
12332,meerm,O,O,O,O,O,O,O,O
12333,:,O,O,O,O,O,O,O,O
12334,",",O,O,O,O,O,O,O,O
12335,sonder,O,O,O,O,O,O,O,O
12336,zig,O,O,O,O,O,O,O,O
12337,eens,O,O,O,O,O,O,O,O
12338,te,O,O,O,O,O,O,O,O
12339,beden,O,O,O,O,O,O,O,O
12340,„,O,O,O,O,O,O,O,O
12341,ken,O,O,O,O,O,O,O,O
12342,zoude,O,O,O,O,O,O,O,O
12343,aannemen,O,O,O,O,O,O,O,O
12344,te,O,O,O,O,O,O,O,O
12345,volbrengen,O,O,O,O,O,O,O,O
12346,;,O,O,O,O,O,O,O,O
12347,dog,O,O,O,O,O,O,O,O
12348,dat,O,O,O,O,O,O,O,O
12349,wij,O,O,O,O,O,O,O,O
12350,des,O,O,O,O,O,O,O,O
12351,niet,O,O,O,O,O,O,O,O
12352,te,O,O,O,O,O,O,O,O
12353,min,O,O,O,O,O,O,O,O
12354,met,O,O,O,O,O,O,O,O
12355,vlijt,O,O,O,O,O,O,O,O
12356,zouden,O,O,O,O,O,O,O,O
12357,tragten,O,O,O,O,O,O,O,O
12358,",",O,O,O,O,O,O,O,O
12359,de,O,O,O,O,O,O,O,O
12360,versogte,O,O,O,O,O,O,O,O
12361,varkens,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
12362,",",O,O,O,O,O,O,O,O
12363,was,O,O,O,O,O,O,O,O
12364,',O,O,O,O,O,O,O,O
12365,t,O,O,O,O,O,O,O,O
12366,niet,O,O,O,O,O,O,O,O
12367,alle,O,O,O,O,O,O,O,O
12368,ten,O,O,O,O,O,O,O,O
12369,minsten,O,O,O,O,O,O,O,O
12370,enige,O,O,O,O,O,O,O,O
12371,derselve,O,O,O,O,O,O,O,O
12372,derselve,O,O,O,O,O,O,O,O
12373,te,O,O,O,O,O,O,O,O
12374,bemagtigen,O,O,O,O,O,O,O,O
12375,en,O,O,O,O,O,O,O,O
12376,also,O,O,O,O,O,O,O,O
12377,zijne,O,O,O,O,O,O,O,O
12378,keijserl,O,O,O,O,O,O,O,O
12379,:,O,O,O,O,O,O,O,O
12380,maijesteijt,O,O,O,O,O,O,O,O
12381,daar,O,O,O,O,O,O,O,O
12382,mede,O,O,O,O,O,O,O,O
12383,te,O,O,O,O,O,O,O,O
12384,dienen,O,O,O,O,O,O,O,O
12385,",",O,O,O,O,O,O,O,O
12386,dog,O,O,O,O,O,O,O,O
12387,dit,O,O,O,O,O,O,O,O
12388,berigt,O,O,O,O,O,O,O,O
12389,scheen,O,O,O,O,O,O,O,O
12390,desen,O,O,O,O,O,O,O,O
12391,man,O,O,O,O,O,O,O,O
12392,egter,O,O,O,O,O,O,O,O
12393,niet,O,O,O,O,O,O,O,O
12394,vol,O,O,O,O,O,O,O,O
12395,„,O,O,O,O,O,O,O,O
12396,„,O,O,O,O,O,O,O,O
12397,doende,O,O,O,O,O,O,O,O
12398,genoeg,O,O,O,O,O,O,O,O
12399,te,O,O,O,O,O,O,O,O
12400,wesen,O,O,O,O,O,O,O,O
12401,",",O,O,O,O,O,O,O,O
12402,na,O,O,O,O,O,O,O,O
12403,dien,O,O,O,O,O,O,O,O
12404,hij,O,O,O,O,O,O,O,O
12405,bij,O,O,O,O,O,O,O,O
12406,heraaling,O,O,O,O,O,O,O,O
12407,te,O,O,O,O,O,O,O,O
12408,kennen,O,O,O,O,O,O,O,O
12409,gaf,O,O,O,O,O,O,O,O
12410,",",O,O,O,O,O,O,O,O
12411,',O,O,O,O,O,O,O,O
12412,t,O,O,O,O,O,O,O,O
12413,een,O,O,O,O,O,O,O,O
12414,seer,O,O,O,O,O,O,O,O
12415,goede,O,O,O,O,O,O,O,O
12416,zaak,O,O,O,O,O,O,O,O
12417,zoude,O,O,O,O,O,O,O,O
12418,sijn,O,O,O,O,O,O,O,O
12419,",",O,O,O,O,O,O,O,O
12420,indien,O,O,O,O,O,O,O,O
12421,den,O,O,O,O,O,O,O,O
12422,heer,O,O,O,O,O,O,O,O
12423,dessave,O,O,O,O,O,O,O,O
12424,zijne,O,O,O,O,O,O,O,O
12425,keijserl,O,O,O,O,O,O,O,O
12426,:,O,O,O,O,O,O,O,O
12427,maijesteijt,O,O,O,O,O,O,O,O
12428,de,O,O,O,O,O,O,O,O
12429,meermaals,O,O,O,O,O,O,O,O
12430,gewaagde,O,O,O,O,O,O,O,O
12431,varkens,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
12432,ten,O,O,O,O,O,O,O,O
12433,eersten,O,O,O,O,O,O,O,O
12434,konde,O,O,O,O,O,O,O,O
12435,laten,O,O,O,O,O,O,O,O
12436,presenteeren,O,O,O,O,O,O,O,O
12437,dog,O,O,O,O,O,O,O,O
12438,dat,O,O,O,O,O,O,O,O
12439,',O,O,O,O,O,O,O,O
12440,t,O,O,O,O,O,O,O,O
12441,contrarie,O,O,O,O,O,O,O,O
12442,van,O,O,O,O,O,O,O,O
12443,dien,O,O,O,O,O,O,O,O
12444,",",O,O,O,O,O,O,O,O
12445,de,O,O,O,O,O,O,O,O
12446,gesamentlijke,O,O,O,O,O,O,O,O
12447,hofs,O,O,O,O,O,O,O,O
12448,Edelen,O,O,O,O,O,O,O,O
12449,tot,O,O,O,O,O,O,O,O
12450,groot,O,O,O,O,O,O,O,O
12451,ongenoegen,O,O,O,O,O,O,O,O
12452,zoude,O,O,O,O,O,O,O,O
12453,strecken,O,O,O,O,O,O,O,O
12454,;,O,O,O,O,O,O,O,O
12455,dewijl,O,O,O,O,O,O,O,O
12456,',O,O,O,O,O,O,O,O
12457,t,O,O,O,O,O,O,O,O
12458,selve,O,O,O,O,O,O,O,O
12459,/,O,O,O,O,O,O,O,O
12460,:,O,O,O,O,O,O,O,O
12461,zo,O,O,O,O,O,O,O,O
12462,hij,O,O,O,O,O,O,O,O
12463,zeijde,O,O,O,O,O,O,O,O
12464,:,O,O,O,O,O,O,O,O
12465,/,O,O,O,O,O,O,O,O
12466,een,O,O,O,O,O,O,O,O
12467,seer,O,O,O,O,O,O,O,O
12468,gering,O,O,O,O,O,O,O,O
12469,versoek,O,O,O,O,O,O,O,O
12470,was,O,O,O,O,O,O,O,O
12471,in,O,O,O,O,O,O,O,O
12472,dier,O,O,O,O,O,O,O,O
12473,voegen,O,O,O,O,O,O,O,O
12474,dat,O,O,O,O,O,O,O,O
12475,wij,O,O,O,O,O,O,O,O
12476,ons,O,O,O,O,O,O,O,O
12477,genoodsaakt,O,O,O,O,O,O,O,O
12478,vonden,O,O,O,O,O,O,O,O
12479,/,O,O,O,O,O,O,O,O
12480,:,O,O,O,O,O,O,O,O
12481,om,O,O,O,O,O,O,O,O
12482,meer,O,O,O,O,O,O,O,O
12483,ged,O,O,O,O,O,O,O,O
12484,:,O,O,O,O,O,O,O,O
12485,te,O,O,O,O,O,O,O,O
12486,dessave,O,O,O,O,O,O,O,O
12487,niet,O,O,O,O,O,O,O,O
12488,ten,O,O,O,O,O,O,O,O
12489,eersten,O,O,O,O,O,O,O,O
12490,gelijk,O,O,O,O,O,O,O,O
12491,men,O,O,O,O,O,O,O,O
12492,segt,O,O,O,O,O,O,O,O
12493,voor,O,O,O,O,O,O,O,O
12494,',O,O,O,O,O,O,O,O
12495,t,O,O,O,O,O,O,O,O
12496,hoofd,O,O,O,O,O,O,O,O
12497,te,O,O,O,O,O,O,O,O
12498,stoote,O,O,O,O,O,O,O,O
12499,:,O,O,O,O,O,O,O,O
12500,/,O,O,O,O,O,O,O,O
12501,dit,O,O,O,O,O,O,O,O
12502,versoek,O,O,O,O,O,O,O,O
12503,hoe,O,O,O,O,O,O,O,O
12504,wel,O,O,O,O,O,O,O,O
12505,ongaarne,O,O,O,O,O,O,O,O
12506,na,O,O,O,O,O,O,O,O
12507,veele,O,O,O,O,O,O,O,O
12508,gemoveerde,O,O,O,O,O,O,O,O
12509,swarigheeden,O,O,O,O,O,O,O,O
12510,te,O,O,O,O,O,O,O,O
12511,accepteeren,O,O,O,O,O,O,O,O
12512,en,O,O,O,O,O,O,O,O
12513,ged,O,O,O,O,O,O,O,O
12514,:,O,O,O,O,O,O,O,O
12515,te,O,O,O,O,O,O,O,O
12516,mohotiaar,O,O,O,O,O,O,O,O
12517,dte,O,O,O,O,O,O,O,O
12518,laten,O,O,O,O,O,O,O,O
12519,versekeren,O,O,O,O,O,O,O,O
12520,",",O,O,O,O,O,O,O,O
12521,dat,O,O,O,O,O,O,O,O
12522,uwel,O,O,O,O,O,O,O,O
12523,Edele,O,O,O,O,O,O,O,O
12524,groot,O,O,O,O,O,O,O,O
12525,gen,O,O,O,O,O,O,O,O
12526,van,O,O,O,O,O,O,O,O
12527,are,O,O,O,O,O,O,O,O
12528,groot,O,O,O,O,O,O,O,O
12529,agtb,O,O,O,O,O,O,O,O
12530,:,O,O,O,O,O,O,O,O
12531,niet,O,O,O,O,O,O,O,O
12532,nalaten,O,O,O,O,O,O,O,O
12533,soude,O,O,O,O,O,O,O,O
12534,",",O,O,O,O,O,O,O,O
12535,',O,O,O,O,O,O,O,O
12536,t,O,O,O,O,O,O,O,O
12537,requisit,O,O,O,O,O,O,O,O
12538,van,O,O,O,O,O,O,O,O
12539,den,O,O,O,O,O,O,O,O
12540,E,O,O,O,O,O,O,O,O
12541,.,O,O,O,O,O,O,O,O
12542,dessave,O,O,O,O,O,O,O,O
12543,",",O,O,O,O,O,O,O,O
12544,voornamentlijk,O,O,O,O,O,O,O,O
12545,",",O,O,O,O,O,O,O,O
12546,als,O,O,O,O,O,O,O,O
12547,ge,O,O,O,O,O,O,O,O
12548,„,O,O,O,O,O,O,O,O
12549,„,O,O,O,O,O,O,O,O
12550,schiedende,O,O,O,O,O,O,O,O
12551,uijt,O,O,O,O,O,O,O,O
12552,den,O,O,O,O,O,O,O,O
12553,naam,O,O,O,O,O,O,O,O
12554,van,O,O,O,O,O,O,O,O
12555,zijne,O,O,O,O,O,O,O,O
12556,keijser,O,O,O,O,O,O,O,O
12557,„,O,O,O,O,O,O,O,O
12558,lijke,O,O,O,O,O,O,O,O
12559,maijesteijt,O,O,O,O,O,O,O,O
12560,",",O,O,O,O,O,O,O,O
12561,zo,O,O,O,O,O,O,O,O
12562,',O,O,O,O,O,O,O,O
12563,t,O,O,O,O,O,O,O,O
12564,mogelijk,O,O,O,O,O,O,O,O
12565,was,O,O,O,O,O,O,O,O
12566,te,O,O,O,O,O,O,O,O
12567,voldoen,O,O,O,O,O,O,O,O
12568,en,O,O,O,O,O,O,O,O
12569,dat,O,O,O,O,O,O,O,O
12570,wij,O,O,O,O,O,O,O,O
12571,ons,O,O,O,O,O,O,O,O
12572,devoir,O,O,O,O,O,O,O,O
12573,mede,O,O,O,O,O,O,O,O
12574,na,O,O,O,O,O,O,O,O
12575,vermogen,O,O,O,O,O,O,O,O
12576,zouden,O,O,O,O,O,O,O,O
12577,aanwerden,O,O,O,O,O,O,O,O
12578,om,O,O,O,O,O,O,O,O
12579,',O,O,O,O,O,O,O,O
12580,t,O,O,O,O,O,O,O,O
12581,selve,O,O,O,O,O,O,O,O
12582,een,O,O,O,O,O,O,O,O
12583,goed,O,O,O,O,O,O,O,O
12584,succes,O,O,O,O,O,O,O,O
12585,te,O,O,O,O,O,O,O,O
12586,doen,O,O,O,O,O,O,O,O
12587,Er,O,O,O,O,O,O,O,O
12588,„,O,O,O,O,O,O,O,O
12589,„,O,O,O,O,O,O,O,O
12590,langen,O,O,O,O,O,O,O,O
